"Source","Target","Weight"
"cognitive apprehension","generative mode of interaction",1
"cognitive apprehension","geometric reasoning skills",1
"cognitive apprehension","geometry teaching sequence",1
"cognitive engagement","interactive video",1
"cognitive engagement","student processes",1
"cognitive load","mathematics",1
"cognitive load","peer-to-peer dialogue",1
"cognitive processes","preservice teacher education",1
"cognitive processes","probability",1
"cognitive processes","proportional reasoning",1
"cognitive vs socio-cultural perspective","epistemological understanding",1
"cognitive vs socio-cultural perspective","noticing",1
"cognitive vs socio-cultural perspective","teacher noticing",1
"coherence","professional development program",1
"coherence","teacher educators",1
"coherent system","cooperative teaching",1
"coherent system","high-quality teaching",1
"coherent system","systematic literature review",1
"collaboration","computational thinking",1
"collaboration","critical research",1
"collaboration","geometry",1
"collaboration","groupworthy tasks",1
"collaboration","joint action",1
"collaboration","kindergarten class",1
"collaboration","mathematical awareness",1
"collaboration","perceived ease of use",1
"collaboration","perceived usefulness",1
"collaboration","pre-service teachers",1
"collaboration","representations of practice",1
"collaboration","scratch",1
"collaboration","teacher learning",1
"collaboration","teaching practice",1
"collaboration","teaching through problemsolving",1
"collaborative design processes","community of interest",1
"collaborative design processes","games",1
"collaborative design processes","prototypes",1
"collaborative discussion","mathematical discourse in teaching",1
"collaborative discussion","noticing practices around teaching angles",1
"collaborative discussion","secondary-school mathematics teachers",1
"collaborative learning","embodied argumentation",1
"collaborative learning","fraction comparison",1
"collaborative learning","learning mathematics with technology",1
"collaborative learning","preservice teachers",1
"collaborative learning","spatial geometry",1
"collaborative lesson study","inquiry stance",1
"collaborative lesson study","praxeologies",1
"collaborative lesson study","study and research paths",1
"collaborative lesson study","the anthropological theory of the didactic",1
"collaborative problem solving","goal structures",1
"collaborative problem solving","higher-order thinking skills",1
"collaborative problem solving","lower secondary school",1
"collaborative problem solving","mathematics-related affect",1
"collaborative problem solving","systematic literature review",1
"collaborative problem-solving","teacher noticing",1
"collaborative problem-solving","teacher-student interactions",1
"collaborative research","concept of mass",1
"collaborative research","elementary school",1
"collaborative research","teachers’ professional development",1
"collaborative teacher communities","engagement",1
"collaborative teacher communities","foreground",1
"collaborative teacher communities","historical awareness",1
"collaborative teacher communities","idea generating processes",1
"college mathematics","differential calculus",1
"college mathematics","mechanics",1
"college mathematics","mixed praxeologies",1
"college mathematics","paired courses",1
"combinatorial model and operation","combinatorics",1
"combinatorics","conceptual understanding",1
"combinatorics","counting",1
"combinatorics","counting problems",1
"combinatorics","dialectics and systems and models",1
"combinatorics","discrete mathematics",1
"combinatorics","enumeration",1
"combinatorics","generalization",1
"combinatorics","isomorphism",1
"combinatorics","klein’s second discontinuity",1
"combinatorics","lower secondary school pupils",1
"combinatorics","mathematical modelling",1
"combinatorics","problem solving",1
"combinatorics","secondary school",1
"combinatorics","study and research paths",1
"combinatorics","textbook analysis",1
"combinatorics","university mathematics for prospective teachers",1
"combinatorics","word problems",1
"combinatorics education","mathematics education",1
"combinatorics education","problem-solving",1
"combinatorics education","problem-solving strategies",1
"combinatorics education","undergraduate students",1
"commognition","communication strategies",1
"commognition","communities of practice",1
"commognition","complexity",1
"commognition","de-ritualization",1
"commognition","de-ritualization process",1
"commognition","digital environments",1
"commognition","digital learning environments",1
"commognition","equations",1
"commognition","identity",1
"commognition","inclusion",1
"commognition","inter-community partnerships",1
"commognition","low-achievement",1
"commognition","mathematical discourse",1
"commognition","mathematical induction",1
"commognition","mathematicians",1
"commognition","remedial intervention",1
"commognition","rituals",1
"commognition","saming between realizations",1
"commognition","teaching and learning activities",1
"commognitive","derivative",1
"commognitive","discourse",1
"commognitive","symbolism",1
"common european numeracy framework","instruments",1
"common european numeracy framework","numeracy",1
"common european numeracy framework (cenf)","lifelong learning",1
"common european numeracy framework (cenf)","mathematical literacy",1
"common european numeracy framework (cenf)","numeracy",1
"common european numeracy framework (cenf)","social work education",1
"communication","interaction",1
"communication","norms",1
"communication strategies","mathematicians",1
"communicative rationality","design research",1
"communicative rationality","disinformation",1
"communicative rationality","social media",1
"communicative rationality","statistical literacy",1
"communities of practice","inter-community partnerships",1
"communities of practice","mathematics tasks",1
"communities of practice","mathematics teachers",1
"communities of practice","patterns of participation",1
"communities of practice","pre-service teachers",1
"communities of practice","students’ identity",1
"communities of practice","upper secondary school",1
"community of interest","games",1
"community of interest","prototypes",1
"comparative education","germany",1
"comparative education","mathematics curriculum research",1
"comparative education","turkey",1
"comparative research","curriculum research",1
"comparative research","educational history",1
"comparative research","mathematics education",1
"comparative study","mathematics classrooms",1
"comparative study","proof",1
"comparative textbook analysis","mathematics workbooks",1
"comparative textbook analysis","place value",1
"comparative textbook analysis","role of zero",1
"compartmentalization","integral",1
"compartmentalization","meaning",1
"competences","curriculum",1
"competences","non-mathematics degrees",1
"competences","transition",1
"competency","inferentialism",1
"competency","instructional design",1
"competency","risk literacy",1
"competency","statistics education",1
"competition","dual-process theory",1
"competition","exit exams",1
"competition","multiple-choice",1
"competition","task design",1
"complex analysis","history of mathematics",1
"complex analysis","mathematical justification",1
"complex analysis","original sources",1
"complex analysis","use of figures",1
"complexity","identity",1
"complexity","mathematical discourse",1
