Source,Target,Type,Id,Label,Weight
beyond failure-and-success,sad affects,Undirected,689,,1
beyond failure-and-success,teacher education,Undirected,690,,1
bi-institutional lesson study,institutional transition problem,Undirected,691,,1
bi-institutional lesson study,lesson study,Undirected,692,,1
bilingualism,clil,Undirected,697,,1
bilingualism,croatian,Undirected,698,,1
bilingualism,language,Undirected,699,,1
bilingualism,multilingualism,Undirected,700,,1
bilingualism,primary education,Undirected,701,,1
bilingualism,summative mathematics assessments,Undirected,702,,1
bimanual movements,covariational thinking,Undirected,703,,1
bimanual movements,digital-embodied tasks,Undirected,704,,1
bimanual movements,mathematics education,Undirected,705,,1
bimanual movements,nomogram,Undirected,706,,1
biographical-narrative interviews,enculturation,Undirected,707,,1
biographical-narrative interviews,networking of theories,Undirected,708,,1
biographical-narrative interviews,theory of transformative education,Undirected,709,,1
biology of cognition,experimental epistemology,Undirected,710,,1
biology of cognition,mathematics education,Undirected,711,,1
biology of cognition,structural coupling,Undirected,712,,1
blindfolded mathematics,embodied cognition,Undirected,713,,1
blindfolded mathematics,embodied learning,Undirected,714,,1
blindfolded mathematics,learning definition,Undirected,715,,1
block models,solving steps,Undirected,716,,1
block models,teachers,Undirected,717,,1
block models,visual representation,Undirected,718,,1
block models,word problems,Undirected,719,,1
block play,crystallography,Undirected,720,,1
block play,geometric concepts,Undirected,721,,1
block play,mathematical language,Undirected,722,,1
block play,pedagogy,Undirected,723,,1
block play,symmetry-breaking,Undirected,724,,1
block-based programming,ct,Undirected,725,,1
block-based programming,secondary mathematics education,Undirected,726,,1
bodies,concepts,Undirected,727,,1
bodies,creating together,Undirected,728,,1
bodies,early mathematics education,Undirected,729,,1
bodies,sad affects,Undirected,730,,1
bodies,teacher education,Undirected,731,,1
body,diagrams,Undirected,732,,1
body,material,Undirected,733,,1
body,mathematics education,Undirected,734,,1
body,research methods,Undirected,735,,1
body-centred movement,elementary school mathematics,Undirected,736,,1
body-centred movement,mathematics activities,Undirected,737,,1
body-centred movement,modes of representation,Undirected,738,,1
body-centred movement,object-centred movement,Undirected,739,,1
bookcreator,generalization,Undirected,740,,1
bookcreator,numerical pattern,Undirected,741,,1
bookcreator,primary school,Undirected,742,,1
bookcreator,verbalization,Undirected,743,,1
border,category theory,Undirected,744,,1
border,fibonacci,Undirected,745,,1
border,mathematics,Undirected,746,,1
border,semiosphere,Undirected,747,,1
border,semiotic,Undirected,748,,1
border,ste(a)m,Undirected,749,,1
border,steam education,Undirected,750,,1
boundary encounters,positioning theory,Undirected,753,,1
boundary encounters,secondary teacher education,Undirected,754,,1
calculus,commognitive,Undirected,763,,1
calculus,concept formation,Undirected,764,,1
calculus,continuity,Undirected,765,,1
calculus,derivative,Undirected,766,,1
calculus,differential equations,Undirected,767,,1
calculus,discourse,Undirected,768,,1
calculus,functions,Undirected,769,,1
calculus,infinite series,Undirected,770,,1
calculus,lakatos,Undirected,771,,1
calculus,learning assistants,Undirected,772,,1
calculus,measurement,Undirected,773,,1
calculus,multiplication,Undirected,774,,1
calculus,multivariable functions,Undirected,775,,1
calculus,partial sums,Undirected,776,,1
calculus,path-connectedness,Undirected,777,,1
calculus,professional noticing,Undirected,778,,1
calculus,real analysis,Undirected,779,,1
calculus,reasoning,Undirected,780,,1
calculus,recipes,Undirected,781,,1
calculus,schema,Undirected,782,,1
calculus,symbolism,Undirected,783,,1
cardinality,mediating primary mathematics,Undirected,784,,1
cardinality,number sense,Undirected,785,,1
cardinality,play-responsive teaching,Undirected,786,,1
cardinality,preschool,Undirected,787,,1
case studies,mathematics teacher education,Undirected,788,,1
case studies,pedagogical content knowledge,Undirected,789,,1
case studies,teacher educators,Undirected,790,,1
case study,learning environments,Undirected,791,,1
case study,movement-based learning,Undirected,792,,1
case study,place value,Undirected,793,,1
category theory,interdisciplinarity,Undirected,794,,1
category theory,mathematics,Undirected,795,,1
category theory,semiosphere,Undirected,796,,1
category theory,ste(a)m,Undirected,797,,1
catenary and parabola,computational triangulation experimental mathematics using digital tools,Undirected,798,,1
catenary and parabola,critical thinking,Undirected,799,,1
catenary and parabola,mathematics teachers’ digital competences,Undirected,800,,1
central tendency,computational thinking,Undirected,801,,1
central tendency,mathematics,Undirected,802,,1
central tendency,spreadsheet,Undirected,803,,1
central tendency,statistics,Undirected,804,,1
change agents,mathematics teacher educator,Undirected,808,,1
change agents,professional development,Undirected,809,,1
chat gpt,llm,Undirected,812,,1
chat gpt,numerical methods,Undirected,813,,1
chat gpt,university mathematics education,Undirected,814,,1
chatbots,mathematics education,Undirected,815,,1
chatbots,problem posing,Undirected,816,,1
chatgpt,documentational approach to didactics,Undirected,817,,1
chatgpt,education for sustainable development,Undirected,818,,1
chatgpt,generative ai,Undirected,819,,1
chatgpt,geogebra,Undirected,820,,1
chatgpt,geometry,Undirected,821,,1
chatgpt,lesson plan,Undirected,822,,1
chatgpt,lesson scenario,Undirected,823,,1
chatgpt,problem-posing,Undirected,824,,1
chatgpt,scaffolding,Undirected,825,,1
chatgpt,stem,Undirected,826,,1
chatgpt,task design,Undirected,827,,1
chatgpt,teacher education,Undirected,828,,1
chatgpt,tpack. pre-service high school mathematics teachers,Undirected,829,,1
children,mathematics learning difficulties,Undirected,830,,1
children,parents,Undirected,831,,1
children,pre-school,Undirected,832,,1
children,teachers,Undirected,833,,1
china,geometry,Undirected,834,,1
china,information and communication technology (ict) competencies,Undirected,835,,1
china,mathematics teachers,Undirected,836,,1
china,secondary school,Undirected,837,,1
choropleth maps,conceptions,Undirected,838,,1
choropleth maps,geo-spatial data,Undirected,839,,1
choropleth maps,in-service teachers,Undirected,840,,1
civil engineering,definite integral,Undirected,843,,1
civil engineering,modelling,Undirected,844,,1
civil engineering,teaching and learning,Undirected,845,,1
class discussion,preservice teachers,Undirected,849,,1
class discussion,validity,Undirected,850,,1
classification of mistakes,combinatorial model and operation,Undirected,855,,1
classification of mistakes,combinatorics,Undirected,856,,1
classroom cartoons,noticing,Undirected,861,,1
classroom cartoons,teacher noticing of student thinking,Undirected,862,,1
classroom cartoons,teachers’ analysis of classroom interaction,Undirected,863,,1
classroom cartoons,vignettes-based study,Undirected,864,,1
classroom communication,preservice teachers,Undirected,865,,1
classroom communication,questioning techniques,Undirected,866,,1
classroom communication,tutoring,Undirected,867,,1
classroom discourse,communication,Undirected,868,,1
classroom discourse,interaction,Undirected,869,,1
classroom discourse,interactions,Undirected,870,,1
classroom discourse,language-responsive teaching,Undirected,871,,1
classroom discourse,norms,Undirected,872,,1
classroom discourse,noticing,Undirected,873,,1
classroom discourse,positioning theory,Undirected,874,,1
classroom discussion,collaboration,Undirected,875,,1
classroom discussion,fermi problems,Undirected,876,,1
classroom discussion,lesson study,Undirected,877,,1
classroom discussion,mathematical modelling,Undirected,878,,1
classroom discussion,primary education,Undirected,879,,1
classroom discussion,teacher interventions,Undirected,880,,1
classroom discussion,teaching through problemsolving,Undirected,881,,1
classroom quality,level of difficulty,Undirected,884,,1
classroom quality,mastery experiences,Undirected,885,,1
classroom quality,multilevel structural equation model,Undirected,886,,1
classroom quality,teacher-student interactions,Undirected,887,,1
classroom teaching practice,instrumental orchestration,Undirected,888,,1
classroom teaching practice,primary mathematics,Undirected,889,,1
classroom teaching practice,robot coding integration,Undirected,890,,1
classroom teaching practice,technology,Undirected,891,,1
classroom techniques,geometry,Undirected,892,,1
classroom techniques,secondary school mathematics,Undirected,893,,1
clean water and sanitation,hands-on,Undirected,894,,1
clean water and sanitation,mathematics education,Undirected,895,,1
clean water and sanitation,steam education,Undirected,896,,1
clean water and sanitation,sustainable development goals,Undirected,897,,1
clil,summative mathematics assessments,Undirected,898,,1
co-operative action,collaboration,Undirected,907,,1
co-operative action,geometry,Undirected,908,,1
co-operative action,groupworthy tasks,Undirected,909,,1
co-operative action,joint action,Undirected,910,,1
coaching,guided participation,Undirected,913,,1
coaching,meta-coaching,Undirected,914,,1
coaching,problems of practice,Undirected,915,,1
coaching,professional development,Undirected,916,,1
coaching,responsive coaching,Undirected,917,,1
coaching,teacher learning,Undirected,918,,1
cognition,proof,Undirected,919,,1
cognition,proof construction,Undirected,920,,1
cognition,secondary mathematics,Undirected,921,,1
cognition,survey,Undirected,922,,1
cognitive activation,digital materials,Undirected,923,,1
cognitive activation,professional development,Undirected,924,,1
cognitive activation,task design,Undirected,925,,1
cognitive engagement,interactive video,Undirected,929,,1
cognitive engagement,student processes,Undirected,930,,1
cognitive load,mathematics,Undirected,931,,1
cognitive load,peer-to-peer dialogue,Undirected,932,,1
cognitive processes,preservice teacher education,Undirected,933,,1
cognitive processes,probability,Undirected,934,,1
cognitive processes,proportional reasoning,Undirected,935,,1
cognitive vs socio-cultural perspective,epistemological understanding,Undirected,936,,1
cognitive vs socio-cultural perspective,noticing,Undirected,937,,1
cognitive vs socio-cultural perspective,teacher noticing,Undirected,938,,1
coherence,professional development program,Undirected,939,,1
coherence,teacher educators,Undirected,940,,1
coherent system,cooperative teaching,Undirected,941,,1
coherent system,high-quality teaching,Undirected,942,,1
coherent system,systematic literature review,Undirected,943,,1
collaboration,computational thinking,Undirected,944,,1
collaboration,critical research,Undirected,945,,1
collaboration,geometry,Undirected,946,,1
collaboration,groupworthy tasks,Undirected,947,,1
collaboration,joint action,Undirected,948,,1
collaboration,kindergarten class,Undirected,949,,1
collaboration,mathematical awareness,Undirected,950,,1
collaboration,perceived ease of use,Undirected,951,,1
collaboration,perceived usefulness,Undirected,952,,1
collaboration,pre-service teachers,Undirected,953,,1
collaboration,representations of practice,Undirected,954,,1
collaboration,scratch,Undirected,955,,1
collaboration,teacher learning,Undirected,956,,1
collaboration,teaching practice,Undirected,957,,1
collaboration,teaching through problemsolving,Undirected,958,,1
collaborative design processes,community of interest,Undirected,959,,1
collaborative design processes,games,Undirected,960,,1
collaborative design processes,prototypes,Undirected,961,,1
collaborative learning,embodied argumentation,Undirected,965,,1
collaborative learning,fraction comparison,Undirected,966,,1
collaborative learning,learning mathematics with technology,Undirected,967,,1
